Date,Open Price,Close Price,High Price,Low Price,Volume,Rise,Diff of Close Price
4-Jun-09,932.49,942.46,942.47,929.32,5352889856,1,10.7
5-Jun-09,945.67,940.09,951.69,934.13,5277910016,-1,-2.37
8-Jun-09,938.12,939.14,946.33,926.44,4483429888,-1,-0.95
9-Jun-09,940.35,942.43,946.92,936.15,4439949824,1,3.29
10-Jun-09,942.73,939.15,949.77,927.97,5379420160,-1,-3.28
11-Jun-09,939.04,944.89,956.23,939.04,5500839936,1,5.74
12-Jun-09,943.44,946.21,946.3,935.66,4528119808,1,1.32
15-Jun-09,942.45,923.72,942.45,919.65,4697880064,-1,-22.49
16-Jun-09,925.6,911.97,928,911.6,4951199744,-1,-11.75
17-Jun-09,911.89,910.71,918.44,903.78,5523650048,-1,-1.26
18-Jun-09,910.86,918.37,921.93,907.94,4684009984,1,7.66
19-Jun-09,919.96,921.23,927.09,915.8,5713390080,1,2.86
22-Jun-09,918.13,893.04,918.13,893.04,4903940096,-1,-28.19
23-Jun-09,893.46,895.1,898.69,888.86,5071020032,1,2.06
24-Jun-09,896.31,900.94,910.85,896.31,4636720128,1,5.84
25-Jun-09,899.45,920.26,921.42,896.27,4911240192,1,19.32
26-Jun-09,918.84,918.9,922,913.03,6076660224,-1,-1.36
29-Jun-09,919.86,927.23,927.99,916.18,4211760128,1,8.33
30-Jun-09,927.15,919.32,930.01,912.86,4627570176,-1,-7.91
1-Jul-09,920.82,923.33,931.92,920.82,3919399936,1,4.01
2-Jul-09,921.24,896.42,921.24,896.42,3931000064,-1,-26.91
6-Jul-09,894.27,898.72,898.72,886.36,4712580096,1,2.3
7-Jul-09,898.6,881.03,898.6,879.93,4673299968,-1,-17.69
8-Jul-09,881.9,879.56,886.8,869.32,5721780224,-1,-1.47
9-Jul-09,881.28,882.68,887.86,878.45,4347169792,1,3.12
10-Jul-09,880.03,879.13,883.57,872.81,3912079872,-1,-3.55
13-Jul-09,879.57,901.05,901.05,875.32,4499440128,1,21.92
14-Jul-09,900.77,905.84,905.84,896.5,4149029888,1,4.79
15-Jul-09,910.15,932.68,933.95,910.15,5238830080,1,26.84
16-Jul-09,930.17,940.74,943.96,927.45,4898639872,1,8.06
17-Jul-09,940.56,940.38,941.89,934.65,5141380096,-1,-0.36
20-Jul-09,942.07,951.13,951.62,940.99,4853150208,1,10.75
21-Jul-09,951.97,954.58,956.53,943.22,5309300224,1,3.45
22-Jul-09,953.4,954.07,959.83,947.75,4634100224,-1,-0.51
23-Jul-09,954.07,976.29,979.42,953.27,5761650176,1,22.22
24-Jul-09,972.16,979.26,979.79,965.95,4458299904,1,2.97
27-Jul-09,978.63,982.18,982.49,972.29,4631289856,1,2.92
28-Jul-09,981.48,979.62,982.35,969.35,5490350080,-1,-2.56
29-Jul-09,977.66,975.15,977.76,968.65,5178769920,-1,-4.47
30-Jul-09,976.01,986.75,996.68,976.01,6035180032,1,11.6
31-Jul-09,986.8,987.48,993.18,982.85,5139069952,1,0.73
3-Aug-09,990.22,1002.63,1003.61,990.22,5603440128,1,15.15
4-Aug-09,1001.41,1005.65,1007.12,996.68,5713699840,1,3.02
5-Aug-09,1005.41,1002.72,1006.64,994.31,7242120192,-1,-2.93
6-Aug-09,1004.06,997.08,1008,992.49,6753379840,-1,-5.64
7-Aug-09,999.83,1010.48,1018,999.83,6827089408,1,13.4
10-Aug-09,1008.89,1007.1,1010.12,1000.99,5406080000,-1,-3.38
11-Aug-09,1005.77,994.35,1005.77,992.4,5773159936,-1,-12.75
12-Aug-09,994,1005.81,1012.78,993.36,5498169856,1,11.46
13-Aug-09,1005.86,1012.73,1013.14,1000.82,5250659840,1,6.92
14-Aug-09,1012.23,1004.09,1012.6,994.6,4940749824,-1,-8.64
17-Aug-09,998.18,979.73,998.18,978.51,4088570112,-1,-24.36
18-Aug-09,980.62,989.67,991.2,980.62,4198970112,1,9.94
19-Aug-09,986.88,996.46,999.61,980.62,4256999936,1,6.79
20-Aug-09,996.41,1007.37,1008.92,996.39,4893159936,1,10.91
21-Aug-09,1009.06,1026.13,1027.59,1009.06,5885550080,1,18.76
24-Aug-09,1026.59,1025.57,1035.82,1022.48,6302450176,-1,-0.56
25-Aug-09,1026.63,1028,1037.75,1026.21,5768739840,1,2.43
26-Aug-09,1027.35,1028.12,1032.47,1021.57,5080059904,1,0.12
27-Aug-09,1027.81,1030.98,1033.33,1016.2,5785880064,1,2.86
28-Aug-09,1031.62,1028.93,1039.47,1023.13,5785780224,-1,-2.05
31-Aug-09,1025.21,1020.62,1025.21,1014.62,5004559872,-1,-8.31
1-Sep-09,1019.52,998.04,1028.45,996.28,6862360064,-1,-22.58
2-Sep-09,996.07,994.75,1000.34,991.97,5842729984,-1,-3.29
3-Sep-09,996.12,1003.24,1003.43,992.25,4624280064,1,8.49
4-Sep-09,1003.84,1016.4,1016.48,1001.65,4097370112,1,13.16
8-Sep-09,1018.67,1025.39,1026.07,1018.67,5235160064,1,8.99
9-Sep-09,1025.36,1033.37,1036.34,1023.97,5202549760,1,7.98
10-Sep-09,1032.99,1044.14,1044.14,1028.04,5191379968,1,10.77
11-Sep-09,1043.92,1042.73,1048.18,1038.4,4922599936,-1,-1.41
14-Sep-09,1040.15,1049.34,1049.74,1035,4979610112,1,6.61
15-Sep-09,1049.03,1052.63,1056.04,1043.42,6185619968,1,3.29
16-Sep-09,1053.99,1068.76,1068.76,1052.87,6793529344,1,16.13
17-Sep-09,1067.87,1065.49,1074.77,1061.2,6668109824,-1,-3.27
18-Sep-09,1066.6,1068.3,1071.52,1064.27,5607969792,1,2.81
21-Sep-09,1067.14,1064.66,1067.28,1057.46,4615280128,-1,-3.64
22-Sep-09,1066.35,1071.66,1073.81,1066.35,5246600192,1,7
23-Sep-09,1072.69,1060.87,1080.15,1060.39,5531930112,-1,-10.79
24-Sep-09,1062.56,1050.78,1066.29,1045.85,5505610240,-1,-10.09
25-Sep-09,1049.48,1044.38,1053.47,1041.17,4507089920,-1,-6.4
28-Sep-09,1045.38,1062.98,1065.13,1045.38,3726949888,1,18.6
29-Sep-09,1063.69,1060.61,1069.62,1057.83,4949899776,-1,-2.37
30-Sep-09,1061.02,1057.08,1063.4,1046.47,5998859776,-1,-3.53
1-Oct-09,1054.91,1029.85,1054.91,1029.45,5791450112,-1,-27.23
2-Oct-09,1029.71,1025.21,1030.6,1019.95,5583240192,-1,-4.64
5-Oct-09,1026.87,1040.46,1042.58,1025.92,4313310208,1,15.25
6-Oct-09,1042.02,1054.72,1060.55,1042.02,5029839872,1,14.26
7-Oct-09,1053.65,1057.58,1058.02,1050.1,4238220032,1,2.86
8-Oct-09,1060.03,1065.48,1070.67,1060.03,4988400128,1,7.9
9-Oct-09,1065.28,1071.49,1071.51,1063,3763780096,1,6.01
12-Oct-09,1071.63,1076.19,1079.46,1071.63,3710429952,1,4.7
13-Oct-09,1074.96,1073.19,1075.3,1066.71,4320480256,-1,-3
14-Oct-09,1078.68,1092.02,1093.17,1078.68,5406419968,1,18.83
15-Oct-09,1090.36,1096.56,1096.56,1086.41,5369780224,1,4.54
16-Oct-09,1094.67,1087.68,1094.67,1081.53,4894739968,-1,-8.88
19-Oct-09,1088.22,1097.91,1100.17,1086.48,4619239936,1,10.23
20-Oct-09,1098.64,1091.06,1098.64,1086.16,5396930048,-1,-6.85
21-Oct-09,1090.36,1081.4,1101.36,1080.77,5616289792,-1,-9.66
22-Oct-09,1080.96,1092.91,1095.21,1074.31,5192410112,1,11.51
23-Oct-09,1095.62,1079.6,1095.83,1075.49,4767459840,-1,-13.31
26-Oct-09,1080.36,1066.95,1091.75,1065.23,6363380224,-1,-12.65
27-Oct-09,1067.54,1063.41,1072.48,1060.62,5337379840,-1,-3.54
28-Oct-09,1061.51,1042.63,1063.26,1042.19,6600350208,-1,-20.78
29-Oct-09,1043.69,1066.11,1066.83,1043.69,5595039744,1,23.48
30-Oct-09,1065.41,1036.19,1065.41,1033.38,6512419840,-1,-29.92
2-Nov-09,1036.18,1042.88,1052.18,1029.38,6202639872,1,6.69
3-Nov-09,1040.92,1045.41,1046.36,1033.94,5487499776,1,2.53
4-Nov-09,1047.14,1046.5,1061,1045.15,5635509760,1,1.09
5-Nov-09,1047.3,1066.63,1066.65,1047.3,4848350208,1,20.13
6-Nov-09,1064.95,1069.3,1071.48,1059.32,4277129984,1,2.67
9-Nov-09,1072.31,1093.08,1093.19,1072.31,4460029952,1,23.78
10-Nov-09,1091.86,1093.01,1096.42,1087.4,4394769920,-1,-0.07
11-Nov-09,1096.04,1098.51,1105.37,1093.81,4286700032,1,5.5
12-Nov-09,1098.31,1087.24,1101.97,1084.9,4160250112,-1,-11.27
13-Nov-09,1087.59,1093.48,1097.79,1085.33,3792610048,1,6.24
16-Nov-09,1094.13,1109.3,1113.69,1094.13,4565850112,1,15.82
17-Nov-09,1109.22,1110.32,1110.52,1102.19,3824069888,1,1.02
18-Nov-09,1109.44,1109.8,1111.1,1102.7,4293339904,-1,-0.52
19-Nov-09,1106.44,1094.9,1106.44,1088.4,4178030080,-1,-14.9
20-Nov-09,1094.66,1091.38,1094.66,1086.81,3751229952,-1,-3.52
23-Nov-09,1094.86,1106.24,1112.38,1094.86,3827919872,1,14.86
24-Nov-09,1105.83,1105.65,1107.56,1097.63,3700819968,-1,-0.59
25-Nov-09,1106.49,1110.63,1111.18,1104.75,3036349952,1,4.98
27-Nov-09,1105.47,1091.49,1105.47,1083.74,2362909952,-1,-19.14
30-Nov-09,1091.07,1095.63,1097.24,1086.25,3895520000,1,4.14
1-Dec-09,1098.89,1108.86,1112.28,1098.89,4249309952,1,13.23
2-Dec-09,1109.03,1109.24,1115.58,1105.29,3941339904,1,0.38
3-Dec-09,1110.59,1099.92,1117.28,1098.74,4810030080,-1,-9.32
4-Dec-09,1100.43,1105.98,1119.13,1096.52,5781139968,1,6.06
7-Dec-09,1105.52,1103.25,1110.72,1100.83,4103360000,-1,-2.73
8-Dec-09,1103.04,1091.94,1103.04,1088.61,4748029952,-1,-11.31
9-Dec-09,1091.07,1095.95,1097.04,1085.89,4115409920,1,4.01
10-Dec-09,1098.69,1102.35,1106.25,1098.69,3996489984,1,6.4
11-Dec-09,1103.96,1106.41,1108.5,1101.34,3791089920,1,4.06
14-Dec-09,1107.84,1114.11,1114.76,1107.84,4548490240,1,7.7
15-Dec-09,1114.11,1107.93,1114.11,1105.35,5045100032,-1,-6.18
16-Dec-09,1108.61,1109.18,1116.21,1107.96,4829819904,1,1.25
17-Dec-09,1106.36,1096.08,1106.36,1095.88,7615070208,-1,-13.1
18-Dec-09,1097.86,1102.47,1103.74,1093.88,6325890048,1,6.39
21-Dec-09,1105.31,1114.05,1117.68,1105.31,3977339904,1,11.58
22-Dec-09,1114.51,1118.02,1120.27,1114.51,3641129984,1,3.97
23-Dec-09,1118.84,1120.59,1121.58,1116,3166870016,1,2.57
24-Dec-09,1121.08,1126.48,1126.48,1121.08,1267709952,1,5.89
28-Dec-09,1127.53,1127.78,1130.38,1123.51,2716400128,1,1.3
29-Dec-09,1128.55,1126.2,1130.38,1126.08,2491020032,-1,-1.58
30-Dec-09,1125.53,1126.42,1126.42,1121.94,2277299968,1,0.22
31-Dec-09,1126.6,1115.1,1127.64,1114.81,2076989952,-1,-11.32
4-Jan-10,1116.56,1132.99,1133.87,1116.56,3991399936,1,17.89
5-Jan-10,1132.66,1136.52,1136.63,1129.66,2491020032,1,3.53
6-Jan-10,1135.71,1137.14,1139.19,1133.95,4972660224,1,0.62
7-Jan-10,1136.27,1141.69,1142.46,1131.32,5270680064,1,4.55
8-Jan-10,1140.52,1144.98,1145.39,1136.22,4389590016,1,3.29
11-Jan-10,1145.96,1146.98,1149.74,1142.02,4255780096,1,2
12-Jan-10,1143.81,1136.22,1143.81,1131.77,4716160000,-1,-10.76
13-Jan-10,1137.31,1145.68,1148.4,1133.18,4170360064,1,9.46
14-Jan-10,1145.68,1148.46,1150.41,1143.8,3915200000,1,2.78
15-Jan-10,1147.72,1136.03,1147.77,1131.39,4758730240,-1,-12.43
19-Jan-10,1136.03,1150.23,1150.45,1135.77,4724830208,1,14.2
20-Jan-10,1147.95,1138.04,1147.95,1129.25,4810560000,-1,-12.19
21-Jan-10,1138.68,1116.48,1141.58,1114.84,6874289664,-1,-21.56
22-Jan-10,1115.49,1091.76,1115.49,1090.18,6208650240,-1,-24.72
25-Jan-10,1092.4,1096.78,1102.97,1092.4,4481390080,1,5.02
26-Jan-10,1095.8,1092.17,1103.69,1089.86,4731910144,-1,-4.61
27-Jan-10,1091.94,1097.5,1099.51,1083.11,5319119872,1,5.33
28-Jan-10,1096.93,1084.53,1100.22,1078.46,5452400128,-1,-12.97
29-Jan-10,1087.61,1073.87,1096.45,1071.59,5412850176,-1,-10.66
1-Feb-10,1073.89,1089.19,1089.38,1073.89,4077609984,1,15.32
2-Feb-10,1090.05,1103.32,1104.73,1087.96,4749539840,1,14.13
3-Feb-10,1100.67,1097.28,1102.72,1093.97,4285449984,-1,-6.04
4-Feb-10,1097.25,1063.11,1097.25,1062.78,5859689984,-1,-34.17
5-Feb-10,1064.12,1066.19,1067.13,1044.5,6438900224,1,3.08
8-Feb-10,1065.51,1056.74,1071.2,1056.51,4089819904,-1,-9.45
9-Feb-10,1060.06,1070.52,1079.28,1060.06,5114259968,1,13.78
10-Feb-10,1069.68,1068.13,1073.67,1059.34,4251450112,-1,-2.39
11-Feb-10,1067.1,1078.47,1080.04,1060.59,4400869888,1,10.34
12-Feb-10,1075.95,1075.51,1077.81,1062.97,4160679936,-1,-2.96
16-Feb-10,1079.13,1094.87,1095.67,1079.13,4080770048,1,19.36
17-Feb-10,1096.14,1099.51,1101.03,1094.72,4259229952,1,4.64
18-Feb-10,1099.03,1106.75,1108.24,1097.48,3878619904,1,7.24
19-Feb-10,1105.49,1109.17,1112.42,1100.8,3944280064,1,2.42
22-Feb-10,1110,1108.01,1112.29,1105.38,3814439936,-1,-1.16
23-Feb-10,1107.49,1094.6,1108.58,1092.18,4521050112,-1,-13.41
24-Feb-10,1095.89,1105.24,1106.42,1095.5,4168359936,1,10.64
25-Feb-10,1101.24,1102.94,1103.5,1086.02,4521129984,-1,-2.3
26-Feb-10,1103.1,1104.49,1107.24,1097.56,3945189888,1,1.55
1-Mar-10,1105.36,1115.71,1116.11,1105.36,3847640064,1,11.22
2-Mar-10,1117.01,1118.31,1123.46,1116.51,4134680064,1,2.6
3-Mar-10,1119.36,1118.79,1125.64,1116.58,3951320064,1,0.48
4-Mar-10,1119.12,1122.97,1123.73,1116.66,3945009920,1,4.18
5-Mar-10,1125.12,1138.7,1139.38,1125.12,4132999936,1,15.73
8-Mar-10,1138.4,1138.5,1141.05,1136.77,3774680064,-1,-0.2
9-Mar-10,1137.56,1140.45,1145.37,1134.9,5185569792,1,1.95
10-Mar-10,1140.22,1145.61,1148.26,1140.09,5469120000,1,5.16
11-Mar-10,1143.96,1150.24,1150.24,1138.99,4669060096,1,4.63
12-Mar-10,1151.71,1149.99,1153.41,1146.97,4928159744,-1,-0.25
15-Mar-10,1148.53,1150.51,1150.98,1141.45,4164110080,1,0.52
16-Mar-10,1150.83,1159.46,1160.28,1150.35,4369769984,1,8.95
17-Mar-10,1159.94,1166.21,1169.84,1159.94,4963200000,1,6.75
18-Mar-10,1166.13,1165.83,1167.77,1161.16,4234510080,-1,-0.38
19-Mar-10,1166.68,1159.9,1169.2,1155.33,5212409856,-1,-5.93
22-Mar-10,1157.25,1165.81,1167.82,1152.88,4261680128,1,5.91
23-Mar-10,1166.47,1174.17,1174.72,1163.83,4411639808,1,8.36
24-Mar-10,1172.7,1167.72,1173.04,1166.01,4705750016,-1,-6.45
25-Mar-10,1170.03,1165.73,1180.69,1165.09,5668899840,-1,-1.99
26-Mar-10,1167.58,1166.59,1173.93,1161.48,4708420096,1,0.86
29-Mar-10,1167.71,1173.22,1174.85,1167.71,4375580160,1,6.63
30-Mar-10,1173.75,1173.27,1177.83,1168.92,4084999936,1,0.05
31-Mar-10,1171.75,1169.43,1174.56,1165.77,4484340224,-1,-3.84
1-Apr-10,1171.23,1178.1,1181.43,1170.69,4006870016,1,8.67
5-Apr-10,1178.71,1187.44,1187.73,1178.71,3881619968,1,9.34
6-Apr-10,1186.01,1189.44,1191.8,1182.77,4086180096,1,2
7-Apr-10,1188.23,1182.45,1189.6,1177.25,5101429760,-1,-6.99
8-Apr-10,1181.75,1186.44,1188.55,1175.12,4726969856,1,3.99
9-Apr-10,1187.47,1194.37,1194.66,1187.15,4511569920,1,7.93
12-Apr-10,1194.94,1196.48,1199.2,1194.71,4607090176,1,2.11
13-Apr-10,1195.94,1197.3,1199.04,1188.82,5403579904,1,0.82
14-Apr-10,1198.69,1210.65,1210.65,1198.69,5760039936,1,13.35
15-Apr-10,1210.77,1211.67,1213.92,1208.5,5995330048,1,1.02
16-Apr-10,1210.17,1192.13,1210.17,1186.77,8108470272,-1,-19.54
19-Apr-10,1192.06,1197.52,1197.87,1183.68,6597740032,1,5.39
20-Apr-10,1199.04,1207.17,1208.58,1199.04,5316590080,1,9.65
21-Apr-10,1207.16,1205.94,1210.99,1198.85,5724310016,-1,-1.23
22-Apr-10,1202.52,1208.67,1210.27,1190.19,6035780096,1,2.73
23-Apr-10,1207.87,1217.28,1217.28,1205.1,5326060032,1,8.61
26-Apr-10,1217.07,1212.05,1219.8,1211.07,5647759872,-1,-5.23
27-Apr-10,1209.92,1183.71,1211.38,1181.62,7454539776,-1,-28.34
28-Apr-10,1184.59,1191.36,1195.05,1181.81,6342309888,1,7.65
29-Apr-10,1193.3,1206.78,1209.36,1193.3,6059409920,1,15.42
30-Apr-10,1206.77,1186.69,1207.99,1186.32,6048260096,-1,-20.09
3-May-10,1188.58,1202.26,1205.13,1188.58,4938050048,1,15.57
4-May-10,1197.5,1173.6,1197.5,1168.12,6594719744,-1,-28.66
5-May-10,1169.24,1165.87,1175.94,1158.15,5345739776,-1,-7.73
6-May-10,1164.38,1128.15,1167.58,1065.79,8499845632,-1,-37.72
7-May-10,1127.04,1110.88,1135.13,1094.15,7908571136,-1,-17.27
10-May-10,1122.27,1159.73,1163.85,1122.27,5894190592,1,48.85
11-May-10,1156.39,1155.79,1170.48,1147.71,4757018112,-1,-3.94
12-May-10,1155.43,1171.67,1172.87,1155.43,4303021056,1,15.88
13-May-10,1170.04,1157.43,1173.57,1156.14,3991357440,-1,-14.24
14-May-10,1157.18,1135.68,1157.19,1126.14,5020334080,-1,-21.75
17-May-10,1136.52,1136.94,1141.88,1114.96,4800825856,1,1.26
18-May-10,1138.78,1120.8,1148.66,1117.2,5095633408,-1,-16.14
19-May-10,1119.57,1115.05,1124.27,1100.66,5459280384,-1,-5.75
20-May-10,1107.34,1071.59,1107.34,1071.58,6804612608,-1,-43.46
21-May-10,1067.26,1087.69,1090.16,1055.9,6898945024,1,16.1
24-May-10,1084.78,1073.65,1089.95,1072.7,4342348288,-1,-14.04
25-May-10,1067.42,1074.03,1074.75,1040.78,6034440704,1,0.38
26-May-10,1075.51,1067.95,1090.75,1065.59,5942965248,-1,-6.08
27-May-10,1074.27,1103.06,1103.52,1074.27,4512457728,1,35.11
28-May-10,1102.59,1089.41,1102.59,1084.78,4119971840,-1,-13.65
1-Jun-10,1087.3,1070.71,1094.77,1069.89,4233958912,-1,-18.7
2-Jun-10,1073.01,1098.38,1098.56,1072.03,4050759680,1,27.67
3-Jun-10,1098.82,1102.83,1105.67,1091.81,3976068608,1,4.45
4-Jun-10,1098.43,1064.88,1098.43,1060.5,5272601088,-1,-37.95
7-Jun-10,1065.84,1050.47,1071.36,1049.86,4641607680,-1,-14.41
8-Jun-10,1050.81,1062,1063.15,1042.17,5141008384,1,11.53
9-Jun-10,1062.75,1055.69,1077.74,1052.25,4999515648,-1,-6.31
10-Jun-10,1058.77,1086.84,1087.85,1058.77,4223705088,1,31.15
11-Jun-10,1082.65,1091.6,1092.25,1077.12,3299004160,1,4.76
14-Jun-10,1095,1089.63,1105.91,1089.03,3410038016,-1,-1.97
15-Jun-10,1091.21,1115.23,1115.59,1091.21,3697936640,1,25.6
16-Jun-10,1114.02,1114.61,1118.74,1107.13,3393684480,-1,-0.62
17-Jun-10,1115.98,1116.04,1117.72,1105.87,3523781888,1,1.43
18-Jun-10,1116.16,1117.51,1121.01,1113.93,3881388800,1,1.47
21-Jun-10,1122.79,1113.2,1131.23,1108.24,3476544512,-1,-4.31
22-Jun-10,1113.9,1095.31,1118.5,1094.18,3527638016,-1,-17.89
23-Jun-10,1095.57,1092.04,1099.64,1085.31,3682042112,-1,-3.27
24-Jun-10,1090.93,1073.69,1090.93,1071.6,4146615296,-1,-18.35
25-Jun-10,1075.1,1076.76,1083.56,1067.89,5685122048,1,3.07
28-Jun-10,1077.5,1074.57,1082.6,1071.45,3412819968,-1,-2.19
29-Jun-10,1071.1,1041.24,1071.1,1035.18,5306515968,-1,-33.33
30-Jun-10,1040.56,1030.71,1048.08,1028.33,4381456384,-1,-10.53
1-Jul-10,1031.1,1027.37,1033.58,1010.91,5445166080,-1,-3.34
2-Jul-10,1027.65,1022.58,1032.95,1015.93,3291828992,-1,-4.79
6-Jul-10,1028.09,1028.06,1042.5,1018.35,4021683456,1,5.48
7-Jul-10,1028.54,1060.27,1060.89,1028.54,4178165248,1,32.21
8-Jul-10,1062.92,1070.25,1071.25,1058.24,3818173440,1,9.98
9-Jul-10,1070.5,1077.96,1078.16,1068.1,2919744256,1,7.71
12-Jul-10,1077.23,1078.75,1080.78,1070.45,2913463552,1,0.79
13-Jul-10,1080.65,1095.34,1099.46,1080.65,4004365568,1,16.59
14-Jul-10,1095.61,1095.17,1099.08,1087.68,3610198272,-1,-0.17
15-Jul-10,1094.46,1096.48,1098.66,1080.53,3904782080,1,1.31
16-Jul-10,1093.85,1064.88,1093.85,1063.32,4801893888,-1,-31.6
19-Jul-10,1066.85,1071.25,1074.7,1061.11,3526535680,1,6.37
20-Jul-10,1064.53,1083.48,1083.94,1056.88,3978723072,1,12.23
21-Jul-10,1086.67,1069.59,1088.96,1065.25,4164918784,-1,-13.89
22-Jul-10,1072.14,1093.67,1097.5,1072.14,4126588416,1,24.08
23-Jul-10,1092.17,1102.66,1103.73,1087.88,3877972736,1,8.99
26-Jul-10,1102.89,1115.01,1115.01,1101.3,3401113088,1,12.35
27-Jul-10,1117.36,1113.84,1120.95,1109.78,3949238272,-1,-1.17
28-Jul-10,1112.84,1106.13,1114.66,1103.11,3372256000,-1,-7.71
29-Jul-10,1108.07,1101.53,1115.9,1092.82,4065637120,-1,-4.6
30-Jul-10,1098.44,1101.6,1106.44,1088.01,3559977216,1,0.07
2-Aug-10,1107.53,1125.86,1127.3,1107.53,3491944704,1,24.26
3-Aug-10,1125.34,1120.46,1125.44,1116.76,3306420736,-1,-5.4
4-Aug-10,1121.06,1127.24,1128.75,1119.46,3329163520,1,6.78
5-Aug-10,1125.78,1125.81,1126.56,1118.81,2855106560,-1,-1.43
6-Aug-10,1122.07,1121.64,1123.06,1107.17,3187447552,-1,-4.17
9-Aug-10,1122.8,1127.79,1129.24,1120.91,2787515392,1,6.15
10-Aug-10,1122.92,1121.06,1127.16,1111.58,3495174400,-1,-6.73
11-Aug-10,1116.89,1089.47,1116.89,1088.55,3966967808,-1,-31.59
12-Aug-10,1081.48,1083.61,1086.72,1076.69,3633155584,-1,-5.86
13-Aug-10,1082.22,1079.25,1086.25,1079,2663313664,-1,-4.36
16-Aug-10,1077.49,1079.38,1082.62,1069.49,2589711616,1,0.13
17-Aug-10,1081.16,1092.54,1100.14,1081.16,3378307584,1,13.16
18-Aug-10,1092.08,1094.16,1099.77,1085.76,3245234688,1,1.62
19-Aug-10,1092.44,1075.63,1092.44,1070.66,3941771008,-1,-18.53
20-Aug-10,1075.63,1071.69,1075.63,1063.91,3451371008,-1,-3.94
23-Aug-10,1073.36,1067.36,1081.58,1067.08,2912427776,-1,-4.33
24-Aug-10,1063.2,1051.87,1063.2,1046.68,3863085312,-1,-15.49
25-Aug-10,1048.98,1055.33,1059.38,1039.83,3763407872,1,3.46
26-Aug-10,1056.28,1047.22,1061.45,1045.4,3191529472,-1,-8.11
27-Aug-10,1049.27,1064.59,1065.21,1039.7,3634069248,1,17.37
30-Aug-10,1062.9,1048.92,1064.4,1048.79,2638118656,-1,-15.67
31-Aug-10,1046.88,1049.33,1055.14,1040.88,3980733952,1,0.41
1-Sep-10,1049.72,1080.29,1081.3,1049.72,3901788672,1,30.96
2-Sep-10,1080.66,1090.1,1090.1,1080.39,3081915648,1,9.81
3-Sep-10,1093.61,1104.51,1105.1,1093.61,2976884224,1,14.41
7-Sep-10,1102.6,1091.84,1102.6,1091.15,2804453376,-1,-12.67
8-Sep-10,1092.36,1098.87,1103.26,1092.36,2972467456,1,7.03
9-Sep-10,1101.15,1104.18,1110.27,1101.15,2956465664,1,5.31
10-Sep-10,1104.57,1109.55,1110.88,1103.92,2618010368,1,5.37
13-Sep-10,1113.38,1121.9,1123.87,1113.38,3309057792,1,12.35
14-Sep-10,1121.16,1121.1,1127.36,1115.58,3287773696,-1,-0.8
15-Sep-10,1119.43,1125.07,1126.46,1114.63,3008001280,1,3.97
16-Sep-10,1123.89,1124.66,1125.44,1118.88,3025791232,-1,-0.41
17-Sep-10,1126.39,1125.59,1131.47,1122.43,4213282304,1,0.93
20-Sep-10,1126.57,1142.71,1144.86,1126.57,3102815744,1,17.12
21-Sep-10,1142.82,1139.78,1148.59,1136.22,3547354368,-1,-2.93
22-Sep-10,1139.49,1134.28,1144.38,1131.58,3542698496,-1,-5.5
23-Sep-10,1131.1,1124.83,1136.77,1122.79,3267862784,-1,-9.45
24-Sep-10,1131.69,1148.67,1148.9,1131.69,3401735936,1,23.84
27-Sep-10,1148.64,1142.16,1149.92,1142,2832130560,-1,-6.51
28-Sep-10,1142.31,1147.7,1150,1132.09,3255310080,1,5.54
29-Sep-10,1146.75,1144.73,1148.63,1140.26,3339047936,-1,-2.97
30-Sep-10,1145.97,1141.2,1157.16,1136.08,3661455104,-1,-3.53
1-Oct-10,1143.49,1146.24,1150.3,1139.42,3586079744,1,5.04
4-Oct-10,1144.96,1137.03,1148.16,1131.87,3125496064,-1,-9.21
5-Oct-10,1140.68,1160.75,1162.76,1140.68,4074697984,1,23.72
6-Oct-10,1159.81,1159.97,1162.33,1154.85,3422677760,-1,-0.78
7-Oct-10,1161.57,1158.06,1163.87,1151.41,3226002176,-1,-1.91
8-Oct-10,1158.36,1165.15,1167.73,1155.58,3254345984,1,7.09
11-Oct-10,1165.32,1165.32,1168.68,1162.02,2487344896,1,0.17
12-Oct-10,1164.28,1169.77,1172.58,1155.71,3593704192,1,4.45
13-Oct-10,1171.32,1178.1,1184.38,1171.32,4469820416,1,8.33
14-Oct-10,1177.82,1173.81,1178.89,1166.71,4487417856,-1,-4.29
15-Oct-10,1177.47,1176.19,1181.2,1167.12,5224183296,1,2.38
18-Oct-10,1176.83,1184.71,1185.53,1174.55,4061678080,1,8.52
19-Oct-10,1178.64,1165.9,1178.64,1159.71,4700523008,-1,-18.81
20-Oct-10,1166.74,1178.17,1182.94,1166.74,4286526464,1,12.27
21-Oct-10,1179.82,1180.26,1189.43,1171.17,3910238976,1,2.09
22-Oct-10,1180.52,1183.08,1183.93,1178.99,2773475328,1,2.82
25-Oct-10,1184.74,1185.62,1196.14,1184.74,3649906432,1,2.54
26-Oct-10,1184.88,1185.64,1187.11,1177.72,3502213120,1,0.02
27-Oct-10,1183.84,1182.45,1183.84,1171.7,3582651648,-1,-3.19
28-Oct-10,1184.47,1183.78,1189.53,1177.1,3371780864,1,1.33
29-Oct-10,1183.87,1183.26,1185.46,1179.7,3107671040,-1,-0.52
1-Nov-10,1185.71,1184.38,1195.81,1177.65,2944575232,1,1.12
