Date,Open Price,Close Price,High Price,Low Price,Volume,Rise,Diff of Close Price
22-Apr-09,847.26,843.55,861.78,840.57,7327860224,-1,-6.53
23-Apr-09,844.62,851.92,852.87,835.45,6563100160,1,8.37
24-Apr-09,853.91,866.23,871.8,853.91,7114440192,1,14.31
27-Apr-09,862.82,857.51,868.83,854.65,5613459968,-1,-8.72
28-Apr-09,854.48,855.16,864.48,847.12,6328000000,-1,-2.35
29-Apr-09,856.85,873.64,882.06,856.85,6101620224,1,18.48
30-Apr-09,876.59,872.81,888.7,868.51,6862539776,-1,-0.83
1-May-09,872.74,877.52,880.48,866.1,5312169984,1,4.71
4-May-09,879.21,907.24,907.85,879.21,7038839808,1,29.72
5-May-09,906.1,903.8,907.7,897.34,6882860032,-1,-3.44
6-May-09,903.95,919.53,920.28,903.95,8555039744,1,15.73
7-May-09,919.58,907.39,929.58,901.36,9120100352,-1,-12.14
8-May-09,909.03,929.23,930.17,909.03,8163279872,1,21.84
11-May-09,922.99,909.24,922.99,908.68,6150600192,-1,-19.99
12-May-09,910.52,908.35,915.57,896.46,6871750656,-1,-0.89
13-May-09,905.4,883.92,905.4,882.8,7091820032,-1,-24.43
14-May-09,884.24,893.07,898.36,882.52,6134870016,1,9.15
15-May-09,892.76,882.88,896.97,878.94,5439719936,-1,-10.19
18-May-09,886.07,909.71,910,886.07,5702150144,1,26.83
19-May-09,909.67,908.13,916.39,905.22,6616269824,-1,-1.58
20-May-09,908.62,903.47,924.6,901.37,8205060096,-1,-4.66
21-May-09,900.42,888.33,900.42,879.61,6019840000,-1,-15.14
22-May-09,888.68,887,896.65,883.75,5155319808,-1,-1.33
26-May-09,887,910.33,911.76,881.46,5667049984,1,23.33
27-May-09,909.95,893.06,913.84,891.87,5698800128,-1,-17.27
28-May-09,892.96,906.83,909.45,887.6,5738979840,1,13.77
29-May-09,907.02,919.14,920.02,903.56,6050420224,1,12.31
1-Jun-09,923.26,942.87,947.77,923.26,6370440192,1,23.73
2-Jun-09,942.87,944.74,949.38,938.46,5987339776,1,1.87
3-Jun-09,942.51,931.76,942.51,923.85,5323769856,-1,-12.98
